
Open,HIST3253 001,The History of Sub-Saharan Africa  (Fa),Lecture,Regular Academic Session,3,9917,Aug 25, 2014,Dec 19, 2014,Tue, Thu  9:30 AM - 10:45 AM,HOEC0005,Timothy Landry,24/25,UGRD,ARSC,HIST,FAY,course material,
Open,HIST3253 002,The History of Sub-Saharan Africa  (Fa),Lecture,Regular Academic Session,3,9918,Aug 25, 2014,Dec 19, 2014,Tue, Thu  2:00 PM - 3:15 PM,AGRI0332,Timothy Landry,14/25,UGRD,ARSC,HIST,FAY,course material,
Open,HIST3313 001,Latinos and Latinas in the U.S.  (Fa),Lecture,Regular Academic Session,3,9924,Aug 25, 2014,Dec 19, 2014,Tue, Thu  12:30 PM - 1:45 PM,SCEN0101,Steven Rosales,18/35,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST3383 001,Arkansas and the Southwest  (Sp, Fa),Lecture,Regular Academic Session,3,4074,Aug 25, 2014,Dec 19, 2014,Mon, Wed  3:05 PM - 4:20 PM,AGRI0115,Rebecca Howard,35/35,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST3383 002,Arkansas and the Southwest  (Sp, Fa),Lecture,Regular Academic Session,3,9914,Aug 25, 2014,Dec 19, 2014,Tue, Thu  3:30 PM - 4:45 PM,CHEM0144,Rebecca Howard,35/35,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST3383 901,Arkansas and the Southwest  (Sp, Fa),Lecture,Regular Academic Session,3,9013,Aug 25, 2014,Dec 19, 2014,   - ,ONLINE WEB,Jay Casey,35/35,UGRD,ARSC,HIST,OFF,course material,
Closed,HIST3383 991,Arkansas and the Southwest  (Sp, Fa),Lecture,Regular Academic Session,3,10611,Aug 25, 2014,Dec 19, 2014,   - ,ONLINE WEB,Jay Casey,35/35,UGRD,ARSC,HIST,OFF,course material,
Closed,HIST3383 992,Arkansas and the Southwest  (Sp, Fa),Lecture,Regular Academic Session,3,10612,Aug 25, 2014,Dec 19, 2014,   - ,ONLINE WEB,Jay Casey,35/35,UGRD,ARSC,HIST,OFF,course material,
Closed,HIST3383 993,Arkansas and the Southwest  (Sp, Fa),Lecture,Regular Academic Session,3,10694,Aug 25, 2014,Dec 19, 2014,   - ,ONLINE WEB,Jay Casey,35/35,UGRD,ARSC,HIST,OFF,course material,
Open,HIST3423 001,British History, 1688-Present  (Irregular),Lecture,Regular Academic Session,3,9919,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  3:05 PM - 3:55 PM,MEMH0318,Blake Duffield,30/35,UGRD,ARSC,HIST,FAY,course material,
Open,HIST3423 002,British History, 1688-Present  (Irregular),Lecture,Regular Academic Session,3,9920,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  4:10 PM - 5:00 PM,JBHT0147,Blake Duffield,10/35,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST3443 001,Modern Imperialism  (Odd years, Fa),Lecture,Regular Academic Session,3,9921,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  10:45 AM - 11:35 AM,CHEM0144,Amanda Ford,35/35,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST3443 002,Modern Imperialism  (Odd years, Fa),Lecture,Regular Academic Session,3,9922,Aug 25, 2014,Dec 19, 2014,Tue, Thu  2:00 PM - 3:15 PM,KIMP0305,David Walker,35/35,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST3453 001,Modern Terrorism  (Irregular),Lecture,Regular Academic Session,3,8003,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  4:10 PM - 5:00 PM,JBHT0149,Darren Swagerty,35/35,UGRD,ARSC,HIST,FAY,course material,
Open,HIST3453 901,Modern Terrorism  (Irregular),Lecture,Regular Academic Session,3,10568,Aug 25, 2014,Dec 19, 2014,Wed  5:00 PM - 8:00 PM,GCRG0421,Darren Swagerty,19/35,UGRD,ARSC,HIST,OFF,course material,
Open,HIST3523 001,Modern China  (Sp),Lecture,Regular Academic Session,3,9923,Aug 25, 2014,Dec 19, 2014,Tue, Thu  8:00 AM - 9:15 AM,ENGR0307,Jared Phillips,16/35,UGRD,ARSC,HIST,FAY,course material,
Open,HIST3573 001,World War I  (Even years, Fa),Lecture,Regular Academic Session,3,9925,Aug 25, 2014,Dec 19, 2014,Tue, Thu  11:00 AM - 12:15 PM,MEMH0114,Thomas Goldstein,34/35,UGRD,ARSC,HIST,FAY,course material,
Open,HIST3823 001,Special Topics in Asian History  (Irregular),Special Topics,Regular Academic Session,3,9989,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  10:45 AM - 11:35 AM,WCOB0431,Robert Brubaker,9/25,UGRD,ARSC,HIST,FAY,course material,
Open,HIST3863 001,Special Topics in U.S. History  (Irregular),Special Topics,Regular Academic Session,3,11441,Aug 25, 2014,Dec 19, 2014,Tue  6:00 PM - 8:50 PM,JBHT0228,Robyn Lane,2/5,UGRD,ARSC,HIST,FAY,course material,
Open,HIST3973H 001,Honors Methods  (Fa),Lecture,Regular Academic Session,3,10056,Aug 25, 2014,Dec 19, 2014,Wed  2:00 PM - 4:50 PM,MAIN0412,Laurence Hare,12/18,UGRD,ARSC,HIST,FAY,course material,
Open,HIST3983 001,Special Topics  (Irregular),Special Topics,Regular Academic Session,3,8049,Aug 25, 2014,Dec 19, 2014,Tue, Thu  11:00 AM - 12:15 PM,SCEN0613,Jared Phillips,14/35,UGRD,ARSC,HIST,FAY,course material,
Open,HIST3983 002,Special Topics  (Irregular),Special Topics,Regular Academic Session,3,11228,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  12:55 PM - 1:45 PM,BELL2268,Timothy Landry,13/20,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST399VH 001,Honors History Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4073,Aug 25, 2014,Dec 19, 2014,   - , ,Laurence Hare,5/5,UGRD,ARSC,HIST,FAY,course material,
Open,HIST399VH 002,Honors History Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,9087,Aug 25, 2014,Dec 19, 2014,   - , ,Michael Pierce,1/5,UGRD,ARSC,HIST,FAY,course material,
Open,HIST399VH 003,Honors History Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,9090,Aug 25, 2014,Dec 19, 2014,   - , ,Trish Starks,0/5,UGRD,ARSC,HIST,FAY,course material,
Open,HIST399VH 004,Honors History Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,9201,Aug 25, 2014,Dec 19, 2014,   - , ,Andrea Arrington,0/5,UGRD,ARSC,HIST,FAY,course material,
Open,HIST399VH 006,Honors History Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,9631,Aug 25, 2014,Dec 19, 2014,   - , ,Alessandro Brogi,1/10,UGRD,ARSC,HIST,FAY,course material,
Open,HIST399VH 007,Honors History Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,9707,Aug 25, 2014,Dec 19, 2014,   - , ,Caree Banton,1/10,UGRD,ARSC,HIST,FAY,course material,
Open,HIST399VH 008,Honors History Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,10825,Aug 25, 2014,Dec 19, 2014,   - , ,Jeannie Whayne,0/10,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST4053 001,Late Middle Ages  (Odd years, Sp),Lecture,Regular Academic Session,3,10927,Aug 25, 2014,Dec 19, 2014,Tue, Thu  2:00 PM - 3:15 PM,POSC0133,Lora Walsh,2/2,GRAD,ARSC,HIST,FAY,course material,
Closed,HIST4053 001,Late Middle Ages  (Odd years, Sp),Lecture,Regular Academic Session,3,10928,Aug 25, 2014,Dec 19, 2014,Tue, Thu  2:00 PM - 3:15 PM,POSC0133,Lora Walsh,27/27,UGRD,ARSC,HIST,FAY,course material,
Open,HIST406V 001,Independent Study  (Sp, Su, Fa),Independent Study,Regular Academic Session,1 - 6,5876,Aug 25, 2014,Dec 19, 2014,   - , ,Laurence Hare,0/10,UGRD,ARSC,HIST,FAY,course material,
Open,HIST406V 002,Independent Study  (Sp, Su, Fa),Independent Study,Regular Academic Session,1 - 6,9454,Aug 25, 2014,Dec 19, 2014,   - , ,Jeannie Whayne,0/10,UGRD,ARSC,HIST,FAY,course material,
Open,HIST406V 003,Independent Study  (Sp, Su, Fa),Independent Study,Regular Academic Session,1 - 6,11436,Aug 25, 2014,Dec 19, 2014,   - , ,Caree Banton,1/10,UGRD,ARSC,HIST,FAY,course material,
Open,HIST406V 004,Independent Study  (Sp, Su, Fa),Independent Study,Regular Academic Session,1 - 6,11552,Aug 25, 2014,Dec 19, 2014,   - , ,Richard Sonn,0/10,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST4073 001,Renaissance and Reformation, 1300-1600  (Even years, Fa),Lecture,Regular Academic Session,3,10840,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  11:50 AM - 12:40 PM,WJWH0114,Freddy Dominguez,3/3,GRAD,ARSC,HIST,FAY,course material,
Open,HIST4073 001,Renaissance and Reformation, 1300-1600  (Even years, Fa),Lecture,Regular Academic Session,3,10841,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  11:50 AM - 12:40 PM,WJWH0114,Freddy Dominguez,31/32,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4143 001,Intellectual History of Europe Since the Enlightenment  (Even years, Fa),Lecture,Regular Academic Session,3,9926,Aug 25, 2014,Dec 19, 2014,Tue, Thu  11:00 AM - 12:15 PM,AGRI0115,Richard Sonn,3/7,GRAD,ARSC,HIST,FAY,course material,
Open,HIST4143 001,Intellectual History of Europe Since the Enlightenment  (Even years, Fa),Lecture,Regular Academic Session,3,9927,Aug 25, 2014,Dec 19, 2014,Tue, Thu  11:00 AM - 12:15 PM,AGRI0115,Richard Sonn,23/28,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4163 001,Tudor-Stuart England, 1485-1714  (Even years, Sp),Lecture,Regular Academic Session,3,10837,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  8:35 AM - 9:25 AM,AGRI0301A,Freddy Dominguez,2/3,GRAD,ARSC,HIST,FAY,course material,
Open,HIST4163 001,Tudor-Stuart England, 1485-1714  (Even years, Sp),Lecture,Regular Academic Session,3,10839,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  8:35 AM - 9:25 AM,AGRI0301A,Freddy Dominguez,29/31,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4183 001,Great Britain, 1707-1901  (Even years, Fa),Lecture,Regular Academic Session,3,9928,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  9:40 AM - 10:30 AM,SCEN0405,Benjamin Grob-Fitzgibbon,3/5,GRAD,ARSC,HIST,FAY,course material,
Closed,HIST4183 001,Great Britain, 1707-1901  (Even years, Fa),Lecture,Regular Academic Session,3,9929,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  9:40 AM - 10:30 AM,SCEN0405,Benjamin Grob-Fitzgibbon,30/30,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4363 001,The Middle East since 1914  (Irregular),Lecture,Regular Academic Session,3,9932,Aug 25, 2014,Dec 19, 2014,Tue  5:00 PM - 7:50 PM,JBHT0146,Joel Gordon,6/7,GRAD,ARSC,HIST,FAY,course material,
Closed,HIST4363 001,The Middle East since 1914  (Irregular),Lecture,Regular Academic Session,3,9933,Aug 25, 2014,Dec 19, 2014,Tue  5:00 PM - 7:50 PM,JBHT0146,Joel Gordon,29/28,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4393 001,Early Modern Islamic Empires, 1300-1750  (Odd years, Sp),Lecture,Regular Academic Session,3,9934,Aug 25, 2014,Dec 19, 2014,Tue, Thu  12:30 PM - 1:45 PM,GRAD0309,Nikolay Antov,2/7,GRAD,ARSC,HIST,FAY,course material,
Open,HIST4393 001,Early Modern Islamic Empires, 1300-1750  (Odd years, Sp),Lecture,Regular Academic Session,3,9935,Aug 25, 2014,Dec 19, 2014,Tue, Thu  12:30 PM - 1:45 PM,GRAD0309,Nikolay Antov,17/28,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4483 001,African American Biographies  (Irregular),Lecture,Regular Academic Session,3,10059,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  9:40 AM - 10:30 AM,KIMP0201,Calvin White,0/5,GRAD,ARSC,HIST,FAY,course material,
Open,HIST4483 001,African American Biographies  (Irregular),Lecture,Regular Academic Session,3,10060,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  9:40 AM - 10:30 AM,KIMP0201,Calvin White,7/20,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4503 001,History of Political Parties in the United States, 1789-1896  (Even years, Fa),Lecture,Regular Academic Session,3,9930,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  9:40 AM - 10:30 AM,JBHT0148,Patrick Williams,1/2,GRAD,ARSC,HIST,FAY,course material,
Closed,HIST4503 001,History of Political Parties in the United States, 1789-1896  (Even years, Fa),Lecture,Regular Academic Session,3,9931,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  9:40 AM - 10:30 AM,JBHT0148,Patrick Williams,20/20,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST4563 001,The Old South, 1607-1865  (Odd years, Fa),Lecture,Regular Academic Session,3,9936,Aug 25, 2014,Dec 19, 2014,Mon  4:10 PM - 7:00 PM,MAIN0329,Jeannie Whayne,2/2,GRAD,ARSC,HIST,FAY,course material,
Closed,HIST4563 001,The Old South, 1607-1865  (Odd years, Fa),Lecture,Regular Academic Session,3,9937,Aug 25, 2014,Dec 19, 2014,Mon  4:10 PM - 7:00 PM,MAIN0329,Jeannie Whayne,25/24,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST4623 001,Revolutionary America, 1763 to 1789  (Irregular),Lecture,Regular Academic Session,3,9938,Aug 25, 2014,Dec 19, 2014,Mon, Wed  4:35 PM - 5:50 PM,KIMP0205,Jim Gigantino,30/30,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4623 001,Revolutionary America, 1763 to 1789  (Irregular),Lecture,Regular Academic Session,3,9981,Aug 25, 2014,Dec 19, 2014,Mon, Wed  4:35 PM - 5:50 PM,KIMP0205,Jim Gigantino,0/5,GRAD,ARSC,HIST,FAY,course material,
Closed,HIST4653 001,Antebellum America, 1828-1850  (Irregular),Lecture,Regular Academic Session,3,8064,Aug 25, 2014,Dec 19, 2014,Tue, Thu  11:00 AM - 12:15 PM,PHYS0133,Elizabeth Smith,31/30,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4653 001,Antebellum America, 1828-1850  (Irregular),Lecture,Regular Academic Session,3,8065,Aug 25, 2014,Dec 19, 2014,Tue, Thu  11:00 AM - 12:15 PM,PHYS0133,Elizabeth Smith,3/5,GRAD,ARSC,HIST,FAY,course material,
Open,HIST4673 001,The American Civil War  (Fa),Lecture,Regular Academic Session,3,6923,Aug 25, 2014,Dec 19, 2014,Tue, Thu  11:00 AM - 12:15 PM,JBHT0148,Daniel Sutherland,2/5,GRAD,ARSC,HIST,FAY,course material,
Closed,HIST4673 001,The American Civil War  (Fa),Lecture,Regular Academic Session,3,6924,Aug 25, 2014,Dec 19, 2014,Tue, Thu  11:00 AM - 12:15 PM,JBHT0148,Daniel Sutherland,45/45,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4723 001,America Between the Wars, 1917-1941  (Irregular),Lecture,Regular Academic Session,3,9940,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  9:40 AM - 10:30 AM,KIMP0203,Michael Pierce,3/7,GRAD,ARSC,HIST,FAY,course material,
Open,HIST4723 001,America Between the Wars, 1917-1941  (Irregular),Lecture,Regular Academic Session,3,9941,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  9:40 AM - 10:30 AM,KIMP0203,Michael Pierce,27/28,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4753 001,Diplomatic History of the United States, 1776-1900 (Even years, Fa),Lecture,Regular Academic Session,3,10786,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  9:40 AM - 10:30 AM,FNAR0213,Randall Woods,2/7,GRAD,ARSC,HIST,FAY,course material,
Open,HIST4753 001,Diplomatic History of the United States, 1776-1900 (Even years, Fa),Lecture,Regular Academic Session,3,10787,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  9:40 AM - 10:30 AM,FNAR0213,Randall Woods,23/28,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4773 001,Diplomatic History of the US, 1945 to Present  (Odd years, Fa),Lecture,Regular Academic Session,3,9987,Aug 25, 2014,Dec 19, 2014,Tue, Thu  2:00 PM - 3:15 PM,PHYS0133,Alessandro Brogi,2/7,GRAD,ARSC,HIST,FAY,course material,
Open,HIST4773 001,Diplomatic History of the US, 1945 to Present  (Odd years, Fa),Lecture,Regular Academic Session,3,9988,Aug 25, 2014,Dec 19, 2014,Tue, Thu  2:00 PM - 3:15 PM,PHYS0133,Alessandro Brogi,26/28,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4783 001,History of Modern Mexico  (Odd years, Sp),Lecture,Regular Academic Session,3,9946,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  3:05 PM - 3:55 PM,HOEC0005,Kathryn Sloan,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST4783 001,History of Modern Mexico  (Odd years, Sp),Lecture,Regular Academic Session,3,9947,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  3:05 PM - 3:55 PM,HOEC0005,Kathryn Sloan,24/28,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4873 001,Germany since 1945  (Even years, Fa),Lecture,Regular Academic Session,3,7182,Aug 25, 2014,Dec 19, 2014,Tue, Thu  2:00 PM - 3:15 PM,MEEG0217,Thomas Goldstein,1/7,GRAD,ARSC,HIST,FAY,course material,
Closed,HIST4873 001,Germany since 1945  (Even years, Fa),Lecture,Regular Academic Session,3,7183,Aug 25, 2014,Dec 19, 2014,Tue, Thu  2:00 PM - 3:15 PM,MEEG0217,Thomas Goldstein,29/28,UGRD,ARSC,HIST,FAY,course material,
Closed,HIST4893 001,Senior Capstone Seminar  (Fa),Seminar,Regular Academic Session,3,5951,Aug 25, 2014,Dec 19, 2014,Mon  6:00 PM - 8:50 PM,MAIN0319,Jim Gigantino,15/15,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4893 002,Senior Capstone Seminar  (Fa),Seminar,Regular Academic Session,3,5956,Aug 25, 2014,Dec 19, 2014,Mon, Wed  4:35 PM - 5:50 PM,WCOB0437,Bianca Rowlett,8/15,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4893 003,Senior Capstone Seminar  (Fa),Seminar,Regular Academic Session,3,7241,Aug 25, 2014,Dec 19, 2014,Tue, Thu  11:00 AM - 12:15 PM,MAIN0412,Amanda Ford,12/15,UGRD,ARSC,HIST,FAY,course material,
Open,HIST4893 004,Senior Capstone Seminar  (Fa),Seminar,Regular Academic Session,3,9913,Aug 25, 2014,Dec 19, 2014,Tue, Thu  2:00 PM - 3:15 PM,WCOB0437,Rebecca Howard,11/15,UGRD,ARSC,HIST,FAY,course material,
Open,HIST498V 001,Senior Thesis  (Irregular),Thesis Research,Regular Academic Session,1 - 6,3824,Aug 25, 2014,Dec 19, 2014,   - , ,Kathryn Sloan,0/10,UGRD,ARSC,HIST,FAY,course material,
Open,HIST5023 001,Historical Methods  (Fa),Lecture,Regular Academic Session,3,2493,Aug 25, 2014,Dec 19, 2014,Mon  3:30 PM - 6:20 PM,MAIN0412,Michael Pierce,8/15,GRAD,ARSC,HIST,FAY,course material,
Open,HIST506V 001,Readings in European History  (Irregular),Readings,Regular Academic Session,1 - 6,9757,Aug 25, 2014,Dec 19, 2014,   - , ,Benjamin Grob-Fitzgibbon,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST506V 002,Readings in European History  (Irregular),Readings,Regular Academic Session,1 - 6,9758,Aug 25, 2014,Dec 19, 2014,   - , ,Laurence Hare,1/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST506V 003,Readings in European History  (Irregular),Readings,Regular Academic Session,1 - 6,9759,Aug 25, 2014,Dec 19, 2014,   - , ,Richard Sonn,1/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST506V 004,Readings in European History  (Irregular),Readings,Regular Academic Session,1 - 6,9760,Aug 25, 2014,Dec 19, 2014,   - , ,Trish Starks,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST507V 001,Readings in American History  (Sp, Su, Fa),Readings,Regular Academic Session,1 - 6,2494,Aug 25, 2014,Dec 19, 2014,   - , ,Alessandro Brogi,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST507V 002,Readings in American History  (Sp, Su, Fa),Readings,Regular Academic Session,1 - 6,9148,Aug 25, 2014,Dec 19, 2014,   - , ,Jim Gigantino,4/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST507V 004,Readings in American History  (Sp, Su, Fa),Readings,Regular Academic Session,1 - 6,9292,Aug 25, 2014,Dec 19, 2014,   - , ,Michael Pierce,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST507V 005,Readings in American History  (Sp, Su, Fa),Readings,Regular Academic Session,1 - 6,9346,Aug 25, 2014,Dec 19, 2014,   - , ,Steven Rosales,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST507V 006,Readings in American History  (Sp, Su, Fa),Readings,Regular Academic Session,1 - 6,9455,Aug 25, 2014,Dec 19, 2014,   - , ,Beth Schweiger,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST507V 007,Readings in American History  (Sp, Su, Fa),Readings,Regular Academic Session,1 - 6,9548,Aug 25, 2014,Dec 19, 2014,   - , ,Daniel Sutherland,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST507V 008,Readings in American History  (Sp, Su, Fa),Readings,Regular Academic Session,1 - 6,9752,Aug 25, 2014,Dec 19, 2014,   - , ,Elliott West,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST507V 009,Readings in American History  (Sp, Su, Fa),Readings,Regular Academic Session,1 - 6,9753,Aug 25, 2014,Dec 19, 2014,   - , ,Jeannie Whayne,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST507V 010,Readings in American History  (Sp, Su, Fa),Readings,Regular Academic Session,1 - 6,9754,Aug 25, 2014,Dec 19, 2014,   - , ,Calvin White,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST507V 011,Readings in American History  (Sp, Su, Fa),Readings,Regular Academic Session,1 - 6,9755,Aug 25, 2014,Dec 19, 2014,   - , ,Patrick Williams,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST507V 012,Readings in American History  (Sp, Su, Fa),Readings,Regular Academic Session,1 - 6,9756,Aug 25, 2014,Dec 19, 2014,   - , ,Randall Woods,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST508V 001,Research Problems in European History  (Sp, Su, Fa),Independent Study,Regular Academic Session,1 - 6,2495,Aug 25, 2014,Dec 19, 2014,   - , ,Kathryn Sloan,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST509V 001,Research Problems in American History  (Sp, Su, Fa),Independent Study,Regular Academic Session,1 - 6,2496,Aug 25, 2014,Dec 19, 2014,   - , ,Kathryn Sloan,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST5103 001,Reading Seminar in American History  (Irregular),Seminar,Regular Academic Session,3,4572,Aug 25, 2014,Dec 19, 2014,Tue  2:00 PM - 4:50 PM,MAIN0412,Patrick Williams,10/15,GRAD,ARSC,HIST,FAY,course material,
Open,HIST5103 003,Reading Seminar in American History  (Irregular),Seminar,Regular Academic Session,3,9949,Aug 25, 2014,Dec 19, 2014,Wed  5:00 PM - 7:50 PM,MAIN0412,Elizabeth Smith,12/15,GRAD,ARSC,HIST,FAY,course material,
Open,HIST517V 001,Readings in Asian History  (Irregular),Readings,Regular Academic Session,1 - 6,9646,Aug 25, 2014,Dec 19, 2014,   - , ,Elizabeth Markham,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST517V 002,Readings in Asian History  (Irregular),Readings,Regular Academic Session,1 - 6,9761,Aug 25, 2014,Dec 19, 2014,   - , ,Rembrandt Wolpert,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST5213 001,Reading Seminar in Middle Eastern History  (Irregular),Seminar,Regular Academic Session,3,9950,Aug 25, 2014,Dec 19, 2014,Thu  6:00 PM - 8:50 PM,MAIN0412,Nikolay Antov,6/15,GRAD,ARSC,HIST,FAY,course material,
Open,HIST522V 001,Readings in Latin America History  (Irregular),Independent Study,Regular Academic Session,1 - 6,6503,Aug 25, 2014,Dec 19, 2014,   - , ,Kathryn Sloan,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST524V 001,Readings in African History  (Irregular),Readings,Regular Academic Session,1 - 6,6806,Aug 25, 2014,Dec 19, 2014,   - , ,Kathryn Sloan,1/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST524V 002,Readings in African History  (Irregular),Readings,Regular Academic Session,1 - 6,11642,Aug 25, 2014,Dec 19, 2014,   - , ,Caree Banton,1/36,GRAD,ARSC,HIST,FAY,course material,
Open,HIST526V 001,Readings in Middle Eastern History  (Irregular),Readings,Regular Academic Session,1 - 6,5854,Aug 25, 2014,Dec 19, 2014,   - , ,Nikolay Antov,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST526V 002,Readings in Middle Eastern History  (Irregular),Readings,Regular Academic Session,1 - 6,9763,Aug 25, 2014,Dec 19, 2014,   - , ,Joel Gordon,1/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST527V 001,Readings in Medieval History  (Irregular),Independent Study,Regular Academic Session,1 - 6,7514,Aug 25, 2014,Dec 19, 2014,   - , ,Lynda Coon,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST5313 001,Reading Seminar in Latin American History (Irregular),Seminar,Regular Academic Session,3,11352,Aug 25, 2014,Dec 19, 2014,Mon  3:05 PM - 5:55 PM, ,Kathryn Sloan,8/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST533V 001,Readings in Ancient History  (Irregular),Independent Study,Regular Academic Session,1 - 6,9764,Aug 25, 2014,Dec 19, 2014,   - , ,Charles Muntz,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST600V 001,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,2497,Aug 25, 2014,Dec 19, 2014,   - , ,Lynda Coon,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST600V 002,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4460,Aug 25, 2014,Dec 19, 2014,   - , ,Nikolay Antov,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST600V 003,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4461,Aug 25, 2014,Dec 19, 2014,   - , ,Andrea Arrington,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST600V 004,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4829,Aug 25, 2014,Dec 19, 2014,   - , ,Alessandro Brogi,0/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST600V 005,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4837,Aug 25, 2014,Dec 19, 2014,   - , ,Liang Cai,1/10,GRAD,ARSC,HIST,FAY,course material,
Open,HIST600V 006,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4864,Aug 25, 2014,Dec 19, 2014,   - , ,Jim Gigantino,1/10,GRAD,ARSC,HIST,FAY,course material,
