
Open,BIOL499V 034,Research In Biological Sciences (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,10130,Aug 25, 2014,Dec 19, 2014,   - , ,Timothy Evans,0/10,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 001,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,4753,Aug 25, 2014,Dec 19, 2014,   - , ,Fred Spiegel,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 002,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,4867,Aug 25, 2014,Dec 19, 2014,   - , ,Ralph Henry,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 003,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,4868,Aug 25, 2014,Dec 19, 2014,   - , ,Douglas James,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 004,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5240,Aug 25, 2014,Dec 19, 2014,   - , ,Steven Beaupre,0/20,UGRD,ARSC,BISC,FAY,course material,
Closed,BIOL499VH 005,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5241,Aug 25, 2014,Dec 19, 2014,   - , ,Art Brown,23/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 007,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5242,Aug 25, 2014,Dec 19, 2014,   - , ,Yuchun Du,2/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 008,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5243,Aug 25, 2014,Dec 19, 2014,   - , ,Jeannine Durdik,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 009,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5244,Aug 25, 2014,Dec 19, 2014,   - , ,William Etges,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 010,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5245,Aug 25, 2014,Dec 19, 2014,   - , ,Michelle Evans White,1/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 011,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5246,Aug 25, 2014,Dec 19, 2014,   - , ,Johnnie Gentry,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 012,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5247,Aug 25, 2014,Dec 19, 2014,   - , ,Robyn Goforth,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 013,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5248,Aug 25, 2014,Dec 19, 2014,   - , ,Jeffrey Lewis,2/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 014,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5249,Aug 25, 2014,Dec 19, 2014,   - , ,Mack Ivey,2/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 015,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5250,Aug 25, 2014,Dec 19, 2014,   - , ,Timothy Kral,1/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 016,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5251,Aug 25, 2014,Dec 19, 2014,   - , ,David Krementz,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 017,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5252,Aug 25, 2014,Dec 19, 2014,   - , ,Michael Lehmann,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 018,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5253,Aug 25, 2014,Dec 19, 2014,   - , ,Daniel Lessner,3/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 019,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5254,Aug 25, 2014,Dec 19, 2014,   - , ,Daniel Magoulick,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 020,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5255,Aug 25, 2014,Dec 19, 2014,   - , ,David McNabb,3/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 021,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5256,Aug 25, 2014,Dec 19, 2014,   - , ,Ines Pinto,2/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 022,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5257,Aug 25, 2014,Dec 19, 2014,   - , ,Douglas Rhoads,2/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 023,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5258,Aug 25, 2014,Dec 19, 2014,   - , ,Cynthia Sagers,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 024,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5259,Aug 25, 2014,Dec 19, 2014,   - , ,Jeffrey Silberman,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 025,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5260,Aug 25, 2014,Dec 19, 2014,   - , ,Kimberly Smith,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 026,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5261,Aug 25, 2014,Dec 19, 2014,   - , ,Steven Stephenson,2/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 027,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5262,Aug 25, 2014,Dec 19, 2014,   - , ,James Walker,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 028,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5359,Aug 25, 2014,Dec 19, 2014,   - , ,Tameka Bailey,0/20,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 029,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5994,Aug 25, 2014,Dec 19, 2014,   - , ,Michael Douglas,0/10,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 030,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,5995,Aug 25, 2014,Dec 19, 2014,   - , ,Christian Tipsmark,1/10,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 031,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,7543,Aug 25, 2014,Dec 19, 2014,   - , ,Ravi Barabote,1/10,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 032,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,8150,Aug 25, 2014,Dec 19, 2014,   - , ,John Willson,0/10,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 033,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,8151,Aug 25, 2014,Dec 19, 2014,   - , ,Andrew Alverson,0/10,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 034,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,10131,Aug 25, 2014,Dec 19, 2014,   - , ,Marlis Douglas,0/10,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL499VH 035,Honors Research in Biological Sciences  (Sp, Su, Fa),Special Problems,Regular Academic Session,1 - 4,10132,Aug 25, 2014,Dec 19, 2014,   - , ,Timothy Evans,1/10,UGRD,ARSC,BISC,FAY,course material,
Open,BIOL5001 001,Seminar in Biology  (Sp, Fa),Seminar,Regular Academic Session,1,5981,Aug 25, 2014,Dec 19, 2014,Wed  12:55 PM - 1:45 PM,SCEN0610,Kimberly Smith,13/15,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5001 002,Seminar in Biology  (Sp, Fa),Seminar,Regular Academic Session,1,1772,Aug 25, 2014,Dec 19, 2014,Wed  12:55 PM - 1:45 PM,SCEN0610,Kimberly Smith,19/20,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5003 001,Laboratory in Prokaryote Biology  (Sp, Fa),Laboratory,Regular Academic Session,3,5521,Aug 25, 2014,Dec 19, 2014,Mon, Wed  2:00 PM - 4:50 PM,SCIE0418,Daniel Lessner,0/5,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5263 001,Cell Physiology  (Fa),Lecture,Regular Academic Session,3,4266,Aug 25, 2014,Dec 19, 2014,Tue, Thu  2:00 PM - 3:15 PM,WJWH0218,Mack Ivey,13/20,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5313 001,Molecular Cell Biology (Sp),Lecture,Regular Academic Session,3,6865,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  10:45 AM - 11:35 AM,JBHT0146,Ines Pinto,13/15,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5433 001,Principles of Evolution (Even years, Fa),Lecture,Regular Academic Session,3,10146,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  2:00 PM - 2:50 PM,SCEN0610,William Etges,2/20,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5524 001,Developmental Biology  (Fa),Lecture/Laboratory,Regular Academic Session,4,5525,Aug 25, 2014,Dec 19, 2014,Tue, Thu  9:30 AM - 10:45 AM,MAIN0208,Michael Lehmann,1/5,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5524 L001,Developmental Biology  (Fa),Laboratory,Regular Academic Session,4,5526,Aug 25, 2014,Dec 19, 2014,Thu  2:00 PM - 4:50 PM,SCEN0612,Ananya Chakravarti,1/4,GRAD,ARSC,BISC,FAY,course material,
Closed,BIOL5563 001,Cancer Biology  (Fa),Lecture,Regular Academic Session,3,5523,Aug 25, 2014,Dec 19, 2014,Tue, Thu  11:00 AM - 12:15 PM,SCEN0101,Yuchun Du,5/5,GRAD,ARSC,BISC,FAY,course material,
Closed,BIOL5703 001,Mechanisms of Pathogenesis (Fa),Lecture,Regular Academic Session,3,10160,Aug 25, 2014,Dec 19, 2014,Mon, Wed, Fri  3:05 PM - 3:55 PM,KIMP0305,Tameka Bailey,5/5,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5783 001,Mammalogy  (Fa),Lecture/Laboratory,Regular Academic Session,3,10164,Aug 25, 2014,Dec 19, 2014,Tue, Thu  3:30 PM - 4:45 PM,SCEN0402,Douglas James,1/5,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5783 L001,Mammalogy  (Fa),Laboratory,Regular Academic Session,3,10165,Aug 25, 2014,Dec 19, 2014,Fri  12:55 PM - 5:55 PM,SCEN0504,Douglas James,Marla Steele,Marla Steele,1/5,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL580V 001,Special Topics in Biological Sciences  (Sp, Su, Fa),Special Topics,Regular Academic Session,1 - 6,10150,Aug 25, 2014,Dec 19, 2014,Tue, Thu  11:00 AM - 12:15 PM,MAIN0323,Jeffrey Lewis,2/15,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL580V 002,Special Topics in Biological Sciences  (Sp, Su, Fa),Special Topics,Regular Academic Session,1 - 6,10168,Aug 25, 2014,Dec 19, 2014,Fri  2:00 PM - 4:00 PM,Mon  2:00 PM - 6:00 PM, ,Art Brown,4/5,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL580V 004,Special Topics in Biological Sciences  (Sp, Su, Fa),Special Topics,Regular Academic Session,1 - 6,11178,Aug 25, 2014,Dec 19, 2014,   - , ,David Krementz,1/5,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL580V 005,Special Topics in Biological Sciences  (Sp, Su, Fa),Special Topics,Regular Academic Session,1 - 6,11386,Aug 25, 2014,Dec 19, 2014,Mon, Wed  3:05 PM - 4:20 PM,SCEN0606,Kusum Naithani,13/15,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5873 001,Microbial Molecular Genetics and Informatics  (Fa),Lecture,Regular Academic Session,3,10144,Aug 25, 2014,Dec 19, 2014,Tue, Thu  2:00 PM - 3:15 PM,SCEN0606,Ravi Barabote,9/10,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5914 001,Stream Ecology  (Even years, Fa),Lecture/Laboratory,Regular Academic Session,4,10148,Aug 25, 2014,Dec 19, 2014,Tue, Thu  12:30 PM - 1:45 PM,SCIE0420,Michelle Evans White,16/17,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL5914 L001,Stream Ecology  (Even years, Fa),Laboratory,Regular Academic Session,4,10149,Aug 25, 2014,Dec 19, 2014,Tue  2:00 PM - 5:00 PM,SCEN0612,Michelle Evans White,16/17,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 001,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4428,Aug 25, 2014,Dec 19, 2014,   - , ,Kimberly Smith,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 002,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4221,Aug 25, 2014,Dec 19, 2014,   - , ,Johnnie Gentry,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 003,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4408,Aug 25, 2014,Dec 19, 2014,   - , ,Steven Beaupre,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 004,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4409,Aug 25, 2014,Dec 19, 2014,   - , ,Art Brown,1/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 006,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4411,Aug 25, 2014,Dec 19, 2014,   - , ,Yuchun Du,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 007,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4412,Aug 25, 2014,Dec 19, 2014,   - , ,Jeannine Durdik,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 008,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4413,Aug 25, 2014,Dec 19, 2014,   - , ,William Etges,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 009,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4414,Aug 25, 2014,Dec 19, 2014,   - , ,Robyn Goforth,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 010,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4415,Aug 25, 2014,Dec 19, 2014,   - , ,Ralph Henry,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 011,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4416,Aug 25, 2014,Dec 19, 2014,   - , ,Jeffrey Lewis,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 012,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4417,Aug 25, 2014,Dec 19, 2014,   - , ,Mack Ivey,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 013,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4418,Aug 25, 2014,Dec 19, 2014,   - , ,Douglas James,1/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 014,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4419,Aug 25, 2014,Dec 19, 2014,   - , ,Timothy Kral,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 015,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4420,Aug 25, 2014,Dec 19, 2014,   - , ,David Krementz,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 016,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4421,Aug 25, 2014,Dec 19, 2014,   - , ,Michael Lehmann,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 017,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4422,Aug 25, 2014,Dec 19, 2014,   - , ,Daniel Magoulick,1/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 018,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4423,Aug 25, 2014,Dec 19, 2014,   - , ,David McNabb,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 019,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4424,Aug 25, 2014,Dec 19, 2014,   - , ,Ines Pinto,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 020,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4425,Aug 25, 2014,Dec 19, 2014,   - , ,Douglas Rhoads,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 021,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4426,Aug 25, 2014,Dec 19, 2014,   - , ,Cynthia Sagers,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 022,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4427,Aug 25, 2014,Dec 19, 2014,   - , ,Jeffrey Silberman,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 023,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,1773,Aug 25, 2014,Dec 19, 2014,   - , ,Fred Spiegel,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 024,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4429,Aug 25, 2014,Dec 19, 2014,   - , ,Steven Stephenson,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 025,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,4430,Aug 25, 2014,Dec 19, 2014,   - , ,James Walker,1/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 026,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,5228,Aug 25, 2014,Dec 19, 2014,   - , ,Michelle Evans White,2/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 027,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,5229,Aug 25, 2014,Dec 19, 2014,   - , ,Daniel Lessner,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 028,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,7840,Aug 25, 2014,Dec 19, 2014,   - , ,Michael Douglas,1/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 029,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,7841,Aug 25, 2014,Dec 19, 2014,   - , ,Marlis Douglas,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 030,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,7842,Aug 25, 2014,Dec 19, 2014,   - , ,Ravi Barabote,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 031,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,7843,Aug 25, 2014,Dec 19, 2014,   - , ,Andrew Alverson,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 032,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,7844,Aug 25, 2014,Dec 19, 2014,   - , ,Timothy Evans,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL600V 033,Master's Thesis  (Sp, Su, Fa),Thesis Research,Regular Academic Session,1 - 6,8152,Aug 25, 2014,Dec 19, 2014,   - , ,John Willson,2/10,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 001,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,1774,Aug 25, 2014,Dec 19, 2014,   - , ,Kimberly Smith,1/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 002,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4222,Aug 25, 2014,Dec 19, 2014,   - , ,Johnnie Gentry,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 003,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4386,Aug 25, 2014,Dec 19, 2014,   - , ,Daniel Magoulick,3/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 004,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4387,Aug 25, 2014,Dec 19, 2014,   - , ,Steven Beaupre,4/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 005,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4388,Aug 25, 2014,Dec 19, 2014,   - , ,Art Brown,2/5,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 007,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4390,Aug 25, 2014,Dec 19, 2014,   - , ,Yuchun Du,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 008,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4391,Aug 25, 2014,Dec 19, 2014,   - , ,Jeannine Durdik,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 009,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4392,Aug 25, 2014,Dec 19, 2014,   - , ,William Etges,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 011,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4393,Aug 25, 2014,Dec 19, 2014,   - , ,Ralph Henry,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 012,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4394,Aug 25, 2014,Dec 19, 2014,   - , ,Jeffrey Lewis,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 013,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4395,Aug 25, 2014,Dec 19, 2014,   - , ,Mack Ivey,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 014,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4396,Aug 25, 2014,Dec 19, 2014,   - , ,Douglas James,3/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 015,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4397,Aug 25, 2014,Dec 19, 2014,   - , ,Timothy Kral,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 016,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4398,Aug 25, 2014,Dec 19, 2014,   - , ,David Krementz,1/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 017,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4399,Aug 25, 2014,Dec 19, 2014,   - , ,Michael Lehmann,1/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 018,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4400,Aug 25, 2014,Dec 19, 2014,   - , ,David McNabb,1/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 019,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4401,Aug 25, 2014,Dec 19, 2014,   - , ,Ines Pinto,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 020,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4402,Aug 25, 2014,Dec 19, 2014,   - , ,Douglas Rhoads,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 021,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4403,Aug 25, 2014,Dec 19, 2014,   - , ,Cynthia Sagers,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 022,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4404,Aug 25, 2014,Dec 19, 2014,   - , ,Jeffrey Silberman,1/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 023,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4405,Aug 25, 2014,Dec 19, 2014,   - , ,Fred Spiegel,1/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 024,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4406,Aug 25, 2014,Dec 19, 2014,   - , ,Steven Stephenson,5/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 025,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,4407,Aug 25, 2014,Dec 19, 2014,   - , ,James Walker,0/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 026,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,5345,Aug 25, 2014,Dec 19, 2014,   - , ,Michelle Evans White,4/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 027,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,5892,Aug 25, 2014,Dec 19, 2014,   - , ,Daniel Lessner,2/5,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 028,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,7845,Aug 25, 2014,Dec 19, 2014,   - , ,Michael Douglas,2/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 029,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,7846,Aug 25, 2014,Dec 19, 2014,   - , ,Marlis Douglas,4/6,GRAD,ARSC,BISC,FAY,course material,
Open,BIOL700V 030,Doctoral Dissertation  (Sp, Su, Fa),Dissertation,Regular Academic Session,1 - 18,7847,Aug 25, 2014,Dec 19, 2014,   - , ,Ravi Barabote,0/6,GRAD,ARSC,BISC,FAY,course material,
